Date,Name,Year,Letterboxd URI,Rating
2019-11-25,The Irishman,2019,https://boxd.it/dYOq,4
2019-11-25,Jojo Rabbit,2019,https://boxd.it/iEBG,4
2019-11-25,Booksmart,2019,https://boxd.it/igNS,4
2019-11-28,Knives Out,2019,https://boxd.it/jWEA,2.5
2019-11-28,Magic Mike XXL,2015,https://boxd.it/7TTS,3.5
2019-12-03,A Beautiful Day in the Neighborhood,2019,https://boxd.it/i7vA,4
2019-12-06,The 39 Steps,1935,https://boxd.it/2aKc,3.5
2019-12-06,The Kid,1921,https://boxd.it/1X5U,3.5
2019-12-07,Airplane!,1980,https://boxd.it/29yu,3
2019-12-07,Goldfinger,1964,https://boxd.it/29SY,4
2019-12-08,The Passion of Joan of Arc,1928,https://boxd.it/29DO,4.5
2019-12-08,Marriage Story,2019,https://boxd.it/hJAw,4
2019-12-10,Un Chien Andalou,1929,https://boxd.it/29Y8,4
2019-12-11,City Lights,1931,https://boxd.it/29ki,4.5
2019-12-13,Modern Times,1936,https://boxd.it/25MC,5
2019-12-20,28 Weeks Later,2007,https://boxd.it/28Bi,3
2019-12-20,Unfriended,2014,https://boxd.it/8sXg,3.5
2019-12-21,Hereditary,2018,https://boxd.it/hNVe,3
2019-12-25,Star Wars: Episode I - The Phantom Menace,1999,https://boxd.it/27Vc,2
2019-12-25,Christmas with the Kranks,2004,https://boxd.it/1PEW,0.5
2019-12-26,Home Alone,1990,https://boxd.it/29Fg,2.5
2019-12-27,Event Horizon,1997,https://boxd.it/20d8,3.5
2019-12-28,Star Wars: The Last Jedi,2017,https://boxd.it/5xme,3.5
2019-12-29,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,2.5
2019-12-31,7 Days in Hell,2015,https://boxd.it/8VZ6,2.5
2019-12-31,The Nightingale,2018,https://boxd.it/e1Ga,3.5
2020-01-01,My Cousin Vinny,1992,https://boxd.it/1WpO,4
2020-01-02,High Life,2018,https://boxd.it/d6bk,2
2020-01-03,Uncle Boonmee Who Can Recall His Past Lives,2010,https://boxd.it/168Q,4
2020-01-11,BlacKkKlansman,2018,https://boxd.it/hxL8,4
2020-01-13,Honeyland,2019,https://boxd.it/kL8K,3.5
2020-01-13,Hail Satan?,2019,https://boxd.it/kJvC,3
2020-01-14,Uncut Gems,2019,https://boxd.it/gXGc,4.5
2020-01-19,The Lighthouse,2019,https://boxd.it/icFU,3.5
2020-01-19,The Last Black Man in San Francisco,2019,https://boxd.it/iWAw,3.5
2020-01-22,Star Wars: Episode III - Revenge of the Sith,2005,https://boxd.it/27US,4.5
2020-01-23,Wonder Woman,2017,https://boxd.it/9roG,3
2020-01-24,Her Smell,2018,https://boxd.it/iT5q,4.5
2020-01-25,Honey Boy,2019,https://boxd.it/ixvm,4
2020-01-26,1917,2019,https://boxd.it/jj4y,3.5
2020-01-26,Ash Is Purest White,2018,https://boxd.it/fH5C,2.5
2020-01-27,Little Women,2019,https://boxd.it/aSVk,4
2020-01-28,The Souvenir,2019,https://boxd.it/gXU4,3
2020-01-28,The Farewell,2019,https://boxd.it/kIky,3
2020-01-28,One Child Nation,2019,https://boxd.it/kL0Q,4
2020-02-01,Spider-Man,2002,https://boxd.it/2a8i,4
2020-02-01,Spring Breakers,2012,https://boxd.it/421s,3.5
2020-02-03,Spider-Man 2,2004,https://boxd.it/2a88,4
2020-02-06,Bruce Almighty,2003,https://boxd.it/2aCC,3
2020-02-09,Hustlers,2019,https://boxd.it/jIBM,3
2020-02-13,Inside Llewyn Davis,2013,https://boxd.it/34Ro,4
2020-02-14,Only Angels Have Wings,1939,https://boxd.it/Ttw,4
2020-02-14,Brief Encounter,1945,https://boxd.it/29sm,4.5
2020-02-18,Wild Strawberries,1957,https://boxd.it/29ZU,4.5
2020-02-20,What We Do in the Shadows,2014,https://boxd.it/7eQy,3.5
2020-02-23,Vampyr,1932,https://boxd.it/29DY,4.5
2020-02-25,Happy Gilmore,1996,https://boxd.it/1Yey,3
2020-02-28,Come and See,1985,https://boxd.it/1w9q,4
2020-02-28,A Hidden Life,2019,https://boxd.it/eb1Q,4
2020-02-29,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5
2020-03-03,Beverly Hills Cop,1984,https://boxd.it/2baE,4
2020-03-03,"Hail, Caesar!",2016,https://boxd.it/881G,2.5
2020-03-05,The Fits,2015,https://boxd.it/cacO,3
2020-03-05,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS,4.5
2020-03-07,The Lord of the Rings Collection,2003,https://boxd.it/2b5Y,5
2020-03-08,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,5
2020-03-08,American Pie,1999,https://boxd.it/27qy,3
2020-03-09,Pain and Glory,2019,https://boxd.it/iOBQ,3.5
2020-03-10,The Seventh Seal,1957,https://boxd.it/2ahO,5
2020-03-12,Only Lovers Left Alive,2013,https://boxd.it/4O1U,3.5
2020-03-14,Where the Wild Things Are,2009,https://boxd.it/1K0C,5
2020-03-14,Margaret,2011,https://boxd.it/2kbm,3
2020-03-15,Mad Max: Fury Road,2015,https://boxd.it/2DjO,4.5
2020-03-17,Dogville,2003,https://boxd.it/2a8W,2.5
2020-03-18,A Ghost Story,2017,https://boxd.it/fb0K,4.5
2020-03-19,The Royal Tenenbaums,2001,https://boxd.it/1YHU,3.5
2020-03-19,Ex Machina,2015,https://boxd.it/7T2k,4.5
2020-03-20,Blow Out,1981,https://boxd.it/1TlE,4.5
2020-03-21,A Matter of Life and Death,1946,https://boxd.it/1q6K,5
2020-03-22,The Third Man,1949,https://boxd.it/294E,4.5
2020-03-22,The Descent,2005,https://boxd.it/1YNy,4.5
2020-03-23,8½,1963,https://boxd.it/2aqm,4
2020-03-24,Seven Samurai,1954,https://boxd.it/2axi,5
2020-03-26,West Side Story,1961,https://boxd.it/28dK,5
2020-03-26,The Red Shoes,1948,https://boxd.it/1EXI,5
2020-03-28,This Is Spinal Tap,1984,https://boxd.it/1UOs,3.5
2020-03-29,Pleasantville,1998,https://boxd.it/26uY,3
2020-03-30,Black Narcissus,1947,https://boxd.it/1Kce,4
2020-03-31,Naked,1993,https://boxd.it/1BT4,4.5
2020-03-31,Mulholland Drive,2001,https://boxd.it/297o,4.5
2020-03-31,"Sherlock, Jr.",1924,https://boxd.it/298m,5
2020-03-31,The Life and Death of Colonel Blimp,1943,https://boxd.it/1wwk,5
2020-04-01,The General,1926,https://boxd.it/29co,3.5
2020-04-02,The Wicker Man,1973,https://boxd.it/1KnG,4.5
2020-04-04,Of Human Bondage,1934,https://boxd.it/ThK,2.5
2020-04-04,Fargo,1996,https://boxd.it/2aHM,4
2020-04-05,Jezebel,1938,https://boxd.it/27IM,4.5
2020-04-11,Memento,2000,https://boxd.it/2bcK,4.5
2020-04-12,Twin Peaks,1989,https://boxd.it/g8pk,4
2020-04-12,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw,3.5
2020-04-12,Twin Peaks: The Missing Pieces,2014,https://boxd.it/8NH4,3
2020-04-13,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,3.5
2020-04-17,Ferris Bueller's Day Off,1986,https://boxd.it/1YPY,5
2020-04-19,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,4
2020-04-20,Twin Peaks: The Return,2017,https://boxd.it/hN9O,4.5
2020-04-24,Aliens,1986,https://boxd.it/29PA,4.5
2020-04-24,Juno,2007,https://boxd.it/210a,4.5
2020-04-24,The Double Life of Véronique,1991,https://boxd.it/28va,4
2020-04-25,Sunset Boulevard,1950,https://boxd.it/2a20,4
2020-04-26,The Bourne Supremacy,2004,https://boxd.it/26EE,2.5
2020-04-28,Ace in the Hole,1951,https://boxd.it/1vXk,5
2020-04-28,Some Like It Hot,1959,https://boxd.it/2aNA,4
2020-04-29,The Apartment,1960,https://boxd.it/2aGE,4
2020-04-29,Gremlins,1984,https://boxd.it/29gg,4
2020-04-30,Paths of Glory,1957,https://boxd.it/29b6,5
2020-04-30,Mission: Impossible - Ghost Protocol,2011,https://boxd.it/psI,4.5
2020-05-03,"Paris, Texas",1984,https://boxd.it/29Ts,4
2020-05-03,Gladiator,2000,https://boxd.it/2b9m,3.5
2020-05-05,The Umbrellas of Cherbourg,1964,https://boxd.it/22fK,5
2020-05-10,Batman Begins,2005,https://boxd.it/2aIg,4.5
2020-05-10,Enemy,2013,https://boxd.it/5xtO,3.5
2020-05-13,Bull Durham,1988,https://boxd.it/2wS8,4.5
2020-05-14,The Dark Knight,2008,https://boxd.it/2b0k,4
2020-05-14,The Dark Knight Rises,2012,https://boxd.it/H3m,3
2020-05-17,The Young Girls of Rochefort,1967,https://boxd.it/26K8,4.5
2020-05-18,Harold and Maude,1971,https://boxd.it/2axM,3
2020-05-18,Psycho,1960,https://boxd.it/2ab2,4.5
2020-05-20,Magnolia,1999,https://boxd.it/2aze,4
2020-05-20,The Night of the Hunter,1955,https://boxd.it/25HW,4.5
2020-05-20,House,1977,https://boxd.it/1vsm,3.5
2020-05-23,Batman Returns,1992,https://boxd.it/2awa,3
2020-05-25,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2aqw,4
2020-05-26,The Darjeeling Limited,2007,https://boxd.it/24as,4
2020-05-26,The Age of Innocence,1993,https://boxd.it/1WgM,4.5
2020-05-30,The Last Temptation of Christ,1988,https://boxd.it/1ULe,4
2020-05-30,Shaun of the Dead,2004,https://boxd.it/29J8,4
2020-05-30,Bottle Rocket,1996,https://boxd.it/1PDa,3
2020-05-30,French Kiss,1995,https://boxd.it/2atA,3.5
2020-05-30,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,4
2020-05-31,Barry Lyndon,1975,https://boxd.it/25A2,3.5
2020-05-31,Hercules,1997,https://boxd.it/1SDW,2.5
2020-06-01,Dunkirk,2017,https://boxd.it/d0Y6,4
2020-06-02,When Harry Met Sally...,1989,https://boxd.it/29W2,5
2020-06-02,High and Low,1963,https://boxd.it/1RSc,5
2020-06-04,Zombieland,2009,https://boxd.it/1En6,3
2020-06-04,Superbad,2007,https://boxd.it/20hO,3.5
2020-06-05,Ikiru,1952,https://boxd.it/251c,4
2020-06-11,Punch-Drunk Love,2002,https://boxd.it/20E4,4
2020-06-12,The Thing,1982,https://boxd.it/294O,4.5
2020-06-12,Mission: Impossible III,2006,https://boxd.it/29cI,4
2020-06-17,Da 5 Bloods,2020,https://boxd.it/lnXw,2.5
2020-06-17,Princess Mononoke,1997,https://boxd.it/2b4w,4
2020-06-17,Spirited Away,2001,https://boxd.it/2b4m,4.5
2020-06-17,Possession,1981,https://boxd.it/1BPm,4
2020-06-17,Porco Rosso,1992,https://boxd.it/1Tp2,4.5
2020-06-20,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,4
2020-06-21,E.T. the Extra-Terrestrial,1982,https://boxd.it/2a1G,4.5
2020-06-23,The Iron Giant,1999,https://boxd.it/1Wow,4.5
2020-06-24,Kiki's Delivery Service,1989,https://boxd.it/1JAY,4
2020-06-25,Ponyo,2008,https://boxd.it/1S0A,4
2020-06-27,Castle in the Sky,1986,https://boxd.it/1W4G,3.5
2020-06-29,2001: A Space Odyssey,1968,https://boxd.it/2bf0,5
2020-06-29,Nausicaä of the Valley of the Wind,1984,https://boxd.it/2bc6,5
2020-06-29,Perfect Blue,1997,https://boxd.it/1W7A,4.5
2020-06-30,Howl's Moving Castle,2004,https://boxd.it/23De,4
2020-07-01,Lupin the Third: The Castle of Cagliostro,1979,https://boxd.it/1Mn4,4.5
2020-07-02,Whisper of the Heart,1995,https://boxd.it/17uy,5
2020-07-04,My Neighbor Totoro,1988,https://boxd.it/20eA,5
2020-07-07,The King of Staten Island,2020,https://boxd.it/litG,2.5
2020-07-07,Dads,2019,https://boxd.it/n0C0,3
2020-07-07,My Neighbors the Yamadas,1999,https://boxd.it/1KC2,4.5
2020-07-09,Babe,1995,https://boxd.it/1Yh8,3.5
2020-07-10,Hamilton,2020,https://boxd.it/kmvE,4.5
2020-07-10,13th,2016,https://boxd.it/elNg,3.5
2020-07-11,Palm Springs,2020,https://boxd.it/lCXQ,4
2020-07-15,Sleepless in Seattle,1993,https://boxd.it/29re,4.5
2020-07-17,It's Such a Beautiful Day,2012,https://boxd.it/hCY2,4
2020-07-19,World of Tomorrow,2015,https://boxd.it/9Gr6,4.5
2020-07-20,Thor,2011,https://boxd.it/1WQU,3
2020-07-20,Tower,2016,https://boxd.it/dg60,4.5
2020-07-21,You've Got Mail,1998,https://boxd.it/1Yye,4
2020-07-22,The Lost City of Z,2016,https://boxd.it/a7jS,3.5
2020-07-24,Captain America: The First Avenger,2011,https://boxd.it/28b0,3.5
2020-07-27,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,3.5
2020-07-27,Iron Man 2,2010,https://boxd.it/1WZM,1.5
2020-07-27,Iron Man 3,2013,https://boxd.it/2cBQ,4
2020-07-27,The Lego Movie,2014,https://boxd.it/4pDO,3
2020-07-30,Captain America: Civil War,2016,https://boxd.it/89Ja,3.5
2020-07-30,Funny Games,1997,https://boxd.it/1WKM,4.5
2020-07-31,Snow White and the Seven Dwarfs,1937,https://boxd.it/2arO,3.5
2020-08-01,Meek's Cutoff,2010,https://boxd.it/nsG,4
2020-08-02,Bambi,1942,https://boxd.it/25AQ,4.5
2020-08-03,Coco,2017,https://boxd.it/bYJQ,4
2020-08-04,Toy Story,1995,https://boxd.it/29qA,4.5
2020-08-05,Dead Poets Society,1989,https://boxd.it/2aSg,4.5
2020-08-06,Jerry Maguire,1996,https://boxd.it/1YNS,4.5
2020-08-10,Wings of Desire,1987,https://boxd.it/2b26,3
2020-08-12,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,4
2020-08-12,Mirror,1975,https://boxd.it/28Q8,4
2020-08-19,Rashomon,1950,https://boxd.it/2a9K,3.5
2020-08-20,Ritual in Transfigured Time,1946,https://boxd.it/3Af2,3
2020-08-20,At Land,1944,https://boxd.it/RWc,4
2020-08-20,Meshes of the Afternoon,1943,https://boxd.it/1sEE,5
2020-08-24,Harlan County U.S.A.,1976,https://boxd.it/1fJw,4
2020-08-26,Ella Enchanted,2004,https://boxd.it/1O5G,2
2020-08-26,Daisies,1966,https://boxd.it/LZk,3.5
2020-08-30,Miss Congeniality,2000,https://boxd.it/28GM,3
2020-08-30,Being John Malkovich,1999,https://boxd.it/2ahu,3.5
2020-08-30,Crawl,2019,https://boxd.it/iwYi,3.5
2020-09-03,RoboCop,1987,https://boxd.it/22Wu,3.5
2020-09-03,Showgirls,1995,https://boxd.it/1Vmk,3
2020-09-06,"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",1975,https://boxd.it/T18,4.5
2020-09-08,Take Shelter,2011,https://boxd.it/DQ,4.5
2020-09-11,Minding the Gap,2018,https://boxd.it/hDNu,4
2020-09-12,Boys State,2020,https://boxd.it/oiNW,4
2020-09-12,I'm Thinking of Ending Things,2020,https://boxd.it/i4IQ,3
2020-09-21,The Assistant,2019,https://boxd.it/neWo,3.5
2020-09-21,The Vast of Night,2019,https://boxd.it/kJyc,3
2020-09-21,Blow the Man Down,2019,https://boxd.it/lzJ2,3.5
2020-09-21,The Devil All the Time,2020,https://boxd.it/i2tY,3.5
2020-09-22,Bad Education,2019,https://boxd.it/jiME,4
2020-09-24,Shirley,2020,https://boxd.it/jY2o,3.5
2020-09-26,The Way Back,2020,https://boxd.it/jfoO,3
2020-09-26,Pather Panchali,1955,https://boxd.it/22yC,4
2020-09-28,The Bling Ring,2013,https://boxd.it/3lPY,2.5
2020-09-30,The Invisible Man,2020,https://boxd.it/kWlA,3.5
2020-10-01,Big Night,1996,https://boxd.it/1HnI,4.5
2020-10-02,Cinema Paradiso,1988,https://boxd.it/1UlA,4
2020-10-03,Dick Johnson Is Dead,2020,https://boxd.it/oigy,4
2020-10-03,The Painter and the Thief,2020,https://boxd.it/ojPk,3
2020-10-06,Close Encounters of the Third Kind,1977,https://boxd.it/29u8,4
2020-10-06,Bacurau,2019,https://boxd.it/fSUG,3.5
2020-10-06,The Secret of Roan Inish,1994,https://boxd.it/1OiA,3.5
2020-10-09,Doctor Sleep,2019,https://boxd.it/i5vI,3
2020-10-10,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ,4
2020-10-10,Who Framed Roger Rabbit,1988,https://boxd.it/29ry,3
2020-10-10,The Usual Suspects,1995,https://boxd.it/29XE,4.5
2020-10-15,Bridesmaids,2011,https://boxd.it/rac,4
2020-10-15,Never Rarely Sometimes Always,2020,https://boxd.it/lWJk,4
2020-10-15,Greyhound,2020,https://boxd.it/iIaE,3.5
2020-10-15,Babyteeth,2019,https://boxd.it/iWDU,2
2020-10-16,The Last House on the Left,1972,https://boxd.it/1M4m,1
2020-10-18,Alien,1979,https://boxd.it/2awY,4.5
2020-10-19,Ace Ventura: When Nature Calls,1995,https://boxd.it/1Z66,3
2020-10-19,David Byrne's American Utopia,2020,https://boxd.it/oUAG,4
2020-10-20,Night of the Living Dead,1968,https://boxd.it/1WwA,3.5
2020-10-20,Spider-Man: Homecoming,2017,https://boxd.it/aboM,3.5
2020-10-22,Ghostbusters,1984,https://boxd.it/g2w,3.5
2020-10-23,Relic,2020,https://boxd.it/jEwS,4
2020-10-24,World of Tomorrow Episode Two: The Burden of Other People's Thoughts,2017,https://boxd.it/gU8m,4.5
2020-10-26,First Cow,2019,https://boxd.it/krga,3.5
2020-10-26,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0,3.5
2020-10-27,Fifty Shades of Grey,2015,https://boxd.it/6qLo,3.5
2020-10-28,Prometheus,2012,https://boxd.it/2s9e,3
2020-10-28,Time,2020,https://boxd.it/oiOA,4.5
2020-10-29,Shithouse,2020,https://boxd.it/nCFc,4
2020-10-29,Bad Hair,2020,https://boxd.it/jhAC,3
2020-10-29,World of Tomorrow Episode Three: The Absent Destinations of David Prime,2020,https://boxd.it/rmsk,4.5
2020-11-01,Blade Runner,1982,https://boxd.it/2bcA,4.5
2020-11-03,Halloween,1978,https://boxd.it/2wRu,4.5
2020-11-03,Host,2020,https://boxd.it/r5O4,2.5
2020-11-03,Fifty Shades Darker,2017,https://boxd.it/bm2E,3.5
2020-11-06,Alien³,1992,https://boxd.it/20zS,2.5
2020-11-06,Alien: Covenant,2017,https://boxd.it/49UY,4
2020-11-10,Quantum of Solace,2008,https://boxd.it/1Vs8,3
2020-11-11,Woman in the Dunes,1964,https://boxd.it/1JNS,4.5
2020-11-14,Possessor,2020,https://boxd.it/fsJW,3
2020-11-15,Beetlejuice,1988,https://boxd.it/24QI,3
2020-11-15,Predator,1987,https://boxd.it/2b84,4
2020-11-16,Touch of Evil,1958,https://boxd.it/28II,3
2020-11-16,The Other Guys,2010,https://boxd.it/1rtq,3.5
2020-11-17,Doctor Strange,2016,https://boxd.it/8MH8,3.5
2020-11-17,Brave,2012,https://boxd.it/bVG,3.5
2020-11-17,Rebecca,1940,https://boxd.it/2aQa,4.5
2020-11-17,The Cremator,1969,https://boxd.it/1H8y,3.5
2020-11-18,All That Jazz,1979,https://boxd.it/1JB8,4.5
2020-11-18,Safety Not Guaranteed,2012,https://boxd.it/2Y3M,1.5
2020-11-18,The New World,2005,https://boxd.it/1TVW,4.5
2020-11-19,PlayTime,1967,https://boxd.it/1WLK,3
2020-11-22,Popstar: Never Stop Never Stopping,2016,https://boxd.it/blDa,4
2020-11-23,Se7en,1995,https://boxd.it/29zs,4.5
2020-11-23,Indiana Jones and the Kingdom of the Crystal Skull,2008,https://boxd.it/2aR8,3.5
2020-11-24,Austin Powers: International Man of Mystery,1997,https://boxd.it/29y0,2.5
2020-11-25,In the Mood for Love,2000,https://boxd.it/29tE,4
2020-11-26,The Graduate,1967,https://boxd.it/18Im,5
2020-11-30,Once,2007,https://boxd.it/22GG,5
2020-12-01,About Time,2013,https://boxd.it/43bI,2.5
2020-12-01,Emma.,2020,https://boxd.it/kmg0,3.5
2020-12-01,A.I. Artificial Intelligence,2001,https://boxd.it/29Ve,3
2020-12-02,"Planes, Trains and Automobiles",1987,https://boxd.it/26zE,4.5
2020-12-02,Harakiri,1962,https://boxd.it/1NTU,4.5
2020-12-03,Underwater,2020,https://boxd.it/fN4q,3.5
2020-12-06,Sound of Metal,2019,https://boxd.it/i7Q4,4
2020-12-07,Mangrove,2020,https://boxd.it/qEAa,4.5
2020-12-07,"Red, White and Blue",2020,https://boxd.it/siQE,4
2020-12-07,Hot Fuzz,2007,https://boxd.it/2416,4
2020-12-09,His House,2020,https://boxd.it/l8Qq,3.5
2020-12-10,The Nest,2020,https://boxd.it/jTqq,3.5
2020-12-12,She Dies Tomorrow,2020,https://boxd.it/oIuG,2
2020-12-13,Beanpole,2019,https://boxd.it/iK9S,3
2020-12-14,Wolfwalkers,2020,https://boxd.it/fGrC,3.5
2020-12-15,I'm Your Woman,2020,https://boxd.it/nTIW,4
2020-12-15,Alex Wheatle,2020,https://boxd.it/sff6,4
2020-12-15,"Yes, God, Yes",2019,https://boxd.it/jaGS,2.5
2020-12-18,Lovers Rock,2020,https://boxd.it/qEAk,4
2020-12-20,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm,3.5
2020-12-21,Inside Out,2015,https://boxd.it/4KHC,2
2020-12-25,The Trial of the Chicago 7,2020,https://boxd.it/kn3w,2.5
2020-12-27,Education,2020,https://boxd.it/sTpK,3.5
2020-12-29,Soul,2020,https://boxd.it/ioLA,4
2020-12-30,Wonder Woman 1984,2020,https://boxd.it/gBtA,2.5
2020-12-31,Meet Me in St. Louis,1944,https://boxd.it/29j0,4
2020-12-31,Another Round,2020,https://boxd.it/lkba,4
2021-01-02,Toy Story 2,1999,https://boxd.it/29qq,4.5
2021-01-03,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4.5
2021-01-06,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,4
2021-01-07,Kajillionaire,2020,https://boxd.it/jJDY,3
2021-01-07,The Platform,2019,https://boxd.it/mUm6,4
2021-01-07,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/hSyO,2.5
2021-01-09,Young Ahmed,2019,https://boxd.it/iXJa,3.5
2021-01-09,"Bloody Nose, Empty Pockets",2020,https://boxd.it/mlpu,3
2021-01-09,The Trip,2010,https://boxd.it/6Bc,3.5
2021-01-12,Sputnik,2020,https://boxd.it/lUya,4
2021-01-12,East Side Sushi,2014,https://boxd.it/7AUW,2.5
2021-01-13,Aquaman,2018,https://boxd.it/9ru0,3.5
2021-01-13,X-Men: First Class,2011,https://boxd.it/FOA,3.5
2021-01-16,Knocked Up,2007,https://boxd.it/23yS,4
2021-01-16,X-Men: Days of Future Past,2014,https://boxd.it/4aRw,2
2021-01-19,The Lady Eve,1941,https://boxd.it/25LY,4.5
2021-01-19,Tenet,2020,https://boxd.it/leq4,4.5
2021-01-20,The Searchers,1956,https://boxd.it/25HC,3.5
2021-01-20,One Night in Miami...,2020,https://boxd.it/oCUo,4.5
2021-01-20,Once Upon a Time in the West,1968,https://boxd.it/2az4,4
2021-01-20,Twilight,2008,https://boxd.it/1Zui,1
2021-01-22,Forgetting Sarah Marshall,2008,https://boxd.it/1XEq,3.5
2021-01-24,The Assassination of Jesse James by the Coward Robert Ford,2007,https://boxd.it/24dG,4
2021-01-24,Ant-Man,2015,https://boxd.it/3vmW,2.5
2021-01-25,Leviathan,2012,https://boxd.it/4bBO,4.5
2021-01-27,Ant-Man and the Wasp,2018,https://boxd.it/cqUW,3.5
2021-01-27,Blood Simple,1984,https://boxd.it/1U16,3.5
2021-01-30,Thor: The Dark World,2013,https://boxd.it/2DqA,3.5
2021-02-01,Ad Astra,2019,https://boxd.it/ePzI,4
2021-02-01,The Kid with a Bike,2011,https://boxd.it/5Xc,3.5
2021-02-01,Three Colors: Blue,1993,https://boxd.it/2b7K,4
2021-02-02,Secrets & Lies,1996,https://boxd.it/1UuC,4.5
2021-02-03,Avengers: Infinity War,2018,https://boxd.it/9vEe,2.5
2021-02-05,"Two Days, One Night",2014,https://boxd.it/6A58,3.5
2021-02-06,Dazed and Confused,1993,https://boxd.it/1Ylk,4
2021-02-08,All the President's Men,1976,https://boxd.it/29lU,5
2021-02-10,School of Rock,2003,https://boxd.it/28xK,5
2021-02-12,Once Upon a Time in Anatolia,2011,https://boxd.it/2yHG,4
2021-02-14,Certified Copy,2010,https://boxd.it/IMW,4
2021-02-16,Set It Up,2018,https://boxd.it/dpik,2.5
2021-02-19,Dog Day Afternoon,1975,https://boxd.it/29bg,5
2021-02-19,Bicycle Thieves,1948,https://boxd.it/23hW,3
2021-02-22,The Emperor's New Groove,2000,https://boxd.it/1Tey,4
2021-02-23,Andrei Rublev,1966,https://boxd.it/29lg,4
2021-02-23,Brazil,1985,https://boxd.it/2be2,3
2021-02-23,Only Yesterday,1991,https://boxd.it/1MR4,4
2021-02-24,The Devils,1971,https://boxd.it/1inI,4.5
2021-03-01,All This Panic,2016,https://boxd.it/drPU,4
2021-03-01,Lone Star,1996,https://boxd.it/1tge,4.5
2021-03-01,Dirty Dancing,1987,https://boxd.it/2baY,4
2021-03-01,The Sacrifice,1986,https://boxd.it/1xg8,4
2021-03-08,Ran,1985,https://boxd.it/1Tlu,4
2021-03-12,Hot Rod,2007,https://boxd.it/1X9C,3.5
2021-03-12,Rosemary's Baby,1968,https://boxd.it/29zM,4.5
2021-03-14,Tootsie,1982,https://boxd.it/1YkG,4
2021-03-14,Sweet Smell of Success,1957,https://boxd.it/29aW,4
2021-03-14,Out of Sight,1998,https://boxd.it/28R6,4
2021-03-14,The Wind Rises,2013,https://boxd.it/4JQS,4
2021-03-14,A Woman Under the Influence,1974,https://boxd.it/1myg,4
2021-03-14,The Master,2012,https://boxd.it/2cBG,4
2021-03-14,Green Room,2015,https://boxd.it/a75m,4
2021-03-14,No Country for Old Men,2007,https://boxd.it/21ew,4.5
2021-03-14,Make Way for Tomorrow,1937,https://boxd.it/10hC,4.5
2021-03-16,Unforgiven,1992,https://boxd.it/6Z4,4.5
2021-03-16,Judas and the Black Messiah,2021,https://boxd.it/lsew,3.5
2021-03-17,Taxi Driver,1976,https://boxd.it/2b8y,4.5
2021-03-19,City Slickers,1991,https://boxd.it/28P0,4
2021-03-21,Le Bonheur,1965,https://boxd.it/xyk,5
2021-03-22,Godzilla,1954,https://boxd.it/28kc,4
2021-03-23,My Octopus Teacher,2020,https://boxd.it/prk2,3
2021-03-25,Network,1976,https://boxd.it/1VqG,4
2021-03-28,Mank,2020,https://boxd.it/mIuC,2
2021-03-29,Watchmen,2009,https://boxd.it/1QE4,3
2021-03-30,Nomadland,2020,https://boxd.it/lnRy,4
2021-03-30,Bad Trip,2021,https://boxd.it/lgRG,2.5
2021-04-01,Vertigo,1958,https://boxd.it/2apI,4.5
2021-04-04,Heathers,1989,https://boxd.it/26x4,2
2021-04-06,Godzilla,2014,https://boxd.it/47OE,4
2021-04-06,Godzilla: King of the Monsters,2019,https://boxd.it/cY7Y,1.5
2021-04-07,Kong: Skull Island,2017,https://boxd.it/9ewM,2.5
2021-04-08,Detour,1945,https://boxd.it/1DB2,3.5
2021-04-12,Godzilla vs. Kong,2021,https://boxd.it/e0qK,3
2021-04-17,A New Leaf,1971,https://boxd.it/19FS,4
2021-04-19,Promising Young Woman,2020,https://boxd.it/loRE,3
2021-04-22,Man of Steel,2013,https://boxd.it/FRk,2
2021-04-24,The Beach Bum,2019,https://boxd.it/fH4O,3.5
2021-04-24,Beau Travail,1999,https://boxd.it/1NI8,4
2021-04-24,The Life Ahead,2020,https://boxd.it/oRqS,3.5
2021-04-27,Where Is My Friend's House?,1987,https://boxd.it/ELg,3.5
2021-04-28,"Quo vadis, Aida?",2020,https://boxd.it/riws,4
