Date,Name,Year,Letterboxd URI,Rating
2021-05-01,Memories of Murder,2003,https://boxd.it/1TSo,4.5
2021-05-02,The Man Who Would Be King,1975,https://boxd.it/299O,2
2021-05-02,Mother,2009,https://boxd.it/1m9g,3
2021-05-03,Pulse,2001,https://boxd.it/1s3y,3.5
2021-05-05,Derek DelGaudio's In & of Itself,2020,https://boxd.it/pq3O,4.5
2021-05-05,WandaVision,2021,https://boxd.it/sbGW,3.5
2021-05-05,Manhattan,1979,https://boxd.it/29Na,4.5
2021-05-13,Mean Girls,2004,https://boxd.it/1VNg,4
2021-05-13,The Dawn Wall,2017,https://boxd.it/hCP0,4.5
2021-05-15,Rear Window,1954,https://boxd.it/2a6Q,4.5
2021-05-19,Bowfinger,1999,https://boxd.it/1U3w,3.5
2021-05-21,The Departed,2006,https://boxd.it/28MA,4.5
2021-05-24,Fitzcarraldo,1982,https://boxd.it/1YV8,3.5
2021-05-24,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,1.5
2021-05-24,The Great Dictator,1940,https://boxd.it/29ic,4
2021-05-30,Apocalypse Now,1979,https://boxd.it/6ZS,4.5
2021-05-30,Win Win,2011,https://boxd.it/r9y,3.5
2021-05-30,Unstoppable,2010,https://boxd.it/SVO,3
2021-05-30,Collateral,2004,https://boxd.it/28F0,4
2021-05-30,Saint Maud,2019,https://boxd.it/l8QA,4
2021-05-31,The Taking of Pelham One Two Three,1974,https://boxd.it/20lG,4.5
2021-05-31,Speed,1994,https://boxd.it/28qk,4
2021-06-01,Coherence,2013,https://boxd.it/6xza,4
2021-06-02,Greenland,2020,https://boxd.it/j1Um,4
2021-06-05,Heat,1995,https://boxd.it/2bg8,5
2021-06-09,The Conjuring 2,2016,https://boxd.it/7GJg,3.5
2021-06-09,The Conjuring: The Devil Made Me Do It,2021,https://boxd.it/eXZY,2
2021-06-09,Casablanca,1942,https://boxd.it/2aG0,4
2021-06-09,The Wolf of Wall Street,2013,https://boxd.it/3C1m,4.5
2021-06-13,Lars and the Real Girl,2007,https://boxd.it/21tG,4.5
2021-06-14,In the Heights,2021,https://boxd.it/gLhu,3.5
2021-06-16,Logan Lucky,2017,https://boxd.it/dZrs,3.5
2021-06-19,Training Day,2001,https://boxd.it/27A4,4.5
2021-06-23,The Nice Guys,2016,https://boxd.it/94Hg,2.5
2021-06-23,Reservoir Dogs,1992,https://boxd.it/2agc,4
2021-06-24,The Avengers,2012,https://boxd.it/1xFW,4
2021-06-27,The Fast and the Furious,2001,https://boxd.it/1XMu,3.5
2021-06-27,2 Fast 2 Furious,2003,https://boxd.it/2a4g,3
2021-06-28,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/1Yeo,2.5
2021-06-28,Fast & Furious,2009,https://boxd.it/1Pnm,4
2021-06-29,Fast Five,2011,https://boxd.it/BgO,4
2021-06-29,Fast & Furious 6,2013,https://boxd.it/2UG6,3.5
2021-07-01,Furious 7,2015,https://boxd.it/5cVs,3.5
2021-07-02,The Fate of the Furious,2017,https://boxd.it/bbCw,2.5
2021-07-05,Fast & Furious Presents: Hobbs & Shaw,2019,https://boxd.it/dnDA,2.5
2021-07-08,F9,2021,https://boxd.it/dqsU,1.5
2021-07-08,Hunger,2008,https://boxd.it/1Wso,4
2021-07-13,Hard Eight,1996,https://boxd.it/20DU,3.5
2021-07-29,Unbreakable,2000,https://boxd.it/1XV2,3.5
2021-07-29,Signs,2002,https://boxd.it/26t2,2.5
2021-08-02,Deep Cover,1992,https://boxd.it/1D5g,4
2021-08-02,The Happening,2008,https://boxd.it/200o,2
2021-08-03,The Empty Man,2020,https://boxd.it/iIWS,4
2021-08-04,Videodrome,1983,https://boxd.it/29uC,3
2021-08-08,The Insider,1999,https://boxd.it/1ZoE,4.5
2021-08-17,An American Rhapsody,2001,https://boxd.it/17ck,2.5
2021-08-17,Pig,2021,https://boxd.it/nzoW,4.5
2021-08-18,The Suicide Squad,2021,https://boxd.it/fw6O,3.5
2021-08-23,Zack Snyder's Justice League,2021,https://boxd.it/tLOk,2.5
2021-09-01,The Five-Year Engagement,2012,https://boxd.it/2oZU,2
2021-09-01,In the Cut,2003,https://boxd.it/1V12,4
2021-09-05,In the Earth,2021,https://boxd.it/s652,2
2021-09-05,Jurassic Park,1993,https://boxd.it/2aA2,4
2021-09-05,Shiva Baby,2020,https://boxd.it/oIv0,3.5
2021-09-06,Casino Royale,2006,https://boxd.it/1alk,4
2021-09-06,Point Break,1991,https://boxd.it/2958,4
2021-09-06,Loki,2021,https://boxd.it/sbHg,2.5
2021-09-11,Mission: Impossible,1996,https://boxd.it/29d2,3.5
2021-09-15,Raising Arizona,1987,https://boxd.it/2avQ,4
2021-09-17,Escape from New York,1981,https://boxd.it/294k,2.5
2021-09-26,Malignant,2021,https://boxd.it/mViE,3
2021-09-26,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,3.5
2021-09-30,Sweetie,1989,https://boxd.it/4HM,2.5
2021-10-09,Animal House,1978,https://boxd.it/2062,3
2021-10-09,Raw,2016,https://boxd.it/dLd2,4
2021-10-12,Titane,2021,https://boxd.it/nlQC,3.5
2021-10-12,GoldenEye,1995,https://boxd.it/29KU,4
2021-10-12,Spectre,2015,https://boxd.it/6bXY,2
2021-10-20,The Ritual,2017,https://boxd.it/fo0I,2.5
2021-10-20,No Time to Die,2021,https://boxd.it/cPX2,4
2021-10-26,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,4
2021-10-28,The Strangers,2008,https://boxd.it/1VGY,3
2021-10-28,Trick 'r Treat,2007,https://boxd.it/1zvE,2.5
2021-10-28,An Angel at My Table,1990,https://boxd.it/269G,3.5
2021-11-06,Luca,2021,https://boxd.it/ipjC,3
2021-11-10,The Piano,1993,https://boxd.it/29Kq,4.5
2021-11-10,The French Dispatch,2021,https://boxd.it/jLP8,3.5
2021-11-10,Bo Burnham: Inside,2021,https://boxd.it/v2uy,4.5
2021-11-13,Spencer,2021,https://boxd.it/qPMG,4
2021-11-16,Bright Star,2009,https://boxd.it/1mfI,3
2021-11-17,Amélie,2001,https://boxd.it/2aUc,3.5
2021-11-22,Passing,2021,https://boxd.it/jKdM,3.5
2021-11-23,Babette's Feast,1987,https://boxd.it/1SYU,5
2021-11-23,The Princess Diaries,2001,https://boxd.it/1XCO,3
2021-11-23,The Princess Diaries 2: Royal Engagement,2004,https://boxd.it/1UyY,2
2021-11-23,Breaking the Waves,1996,https://boxd.it/2b1W,3.5
2021-11-27,The Power of the Dog,2021,https://boxd.it/m99E,4
2021-11-27,The Green Knight,2021,https://boxd.it/kuy2,4.5
2021-12-26,"tick, tick...BOOM!",2021,https://boxd.it/jz2e,3.5
2021-12-26,The Rescue,2021,https://boxd.it/pmto,3.5
2021-12-26,Spider-Man: Far From Home,2019,https://boxd.it/fegG,2
2021-12-26,Spider-Man 3,2007,https://boxd.it/2a7Y,3
2021-12-26,The Last Duel,2021,https://boxd.it/mQbe,4
2021-12-26,West Side Story,2021,https://boxd.it/iwt0,4
2021-12-29,Riders of Justice,2020,https://boxd.it/oHQc,3
2021-12-30,The Resort,2021,https://boxd.it/uvEK,2
2021-12-30,The Amazing Spider-Man,2012,https://boxd.it/27PI,3.5
2021-12-31,The Amazing Spider-Man 2,2014,https://boxd.it/3utM,1.5
2022-01-03,Black Widow,2021,https://boxd.it/hWV8,3
2022-01-03,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,2
2022-01-03,Procession,2021,https://boxd.it/wMAu,3.5
2022-01-03,Annette,2021,https://boxd.it/f0RS,3
2022-01-06,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021,https://boxd.it/tbhu,4
2022-01-08,Censor,2021,https://boxd.it/oHFS,2
2022-01-10,In the Heat of the Night,1967,https://boxd.it/1VLY,3.5
2022-01-14,Zola,2020,https://boxd.it/jEWQ,4
2022-01-14,The Killing of Two Lovers,2020,https://boxd.it/oiN8,4
2022-01-14,Licorice Pizza,2021,https://boxd.it/qTKY,4
2022-01-14,The Matrix Reloaded,2003,https://boxd.it/2a1c,3.5
2022-01-14,"All Light, Everywhere",2021,https://boxd.it/l5q0,3.5
2022-01-16,The Matrix Revolutions,2003,https://boxd.it/2a12,3
2022-01-17,The Matrix Resurrections,2021,https://boxd.it/n87k,4
2022-01-17,About Endlessness,2019,https://boxd.it/bHua,4
2022-01-19,Drive My Car,2021,https://boxd.it/sv94,5
2022-01-19,The Tragedy of Macbeth,2021,https://boxd.it/lMi4,3.5
2022-01-24,I Saw the Devil,2010,https://boxd.it/FaK,3.5
2022-01-25,A Hero,2021,https://boxd.it/p2zw,3.5
2022-02-01,The Worst Person in the World,2021,https://boxd.it/oyws,4
2022-02-01,Martyrs,2008,https://boxd.it/1Yqu,2.5
2022-02-03,My Big Fat Greek Wedding,2002,https://boxd.it/20k4,2.5
2022-02-04,Jackass: The Movie,2002,https://boxd.it/1Zo0,3.5
2022-02-04,Jackass Number Two,2006,https://boxd.it/1SyM,3.5
2022-02-04,Yi Yi,2000,https://boxd.it/1vCw,4
2022-02-05,Jackass 3D,2010,https://boxd.it/1KpM,4
2022-02-07,Jackass 3.5,2011,https://boxd.it/2Ak,3.5
2022-02-07,The Conversation,1974,https://boxd.it/2a38,4.5
2022-02-10,Avatar,2009,https://boxd.it/1Efm,4.5
2022-02-12,Don't Look Up,2021,https://boxd.it/o0Hc,1.5
2022-02-15,Identifying Features,2020,https://boxd.it/oina,4
2022-02-15,Dune,2021,https://boxd.it/fA7G,4.5
2022-02-17,Panic Room,2002,https://boxd.it/2490,3.5
2022-02-21,Kimi,2022,https://boxd.it/u7LW,2.5
2022-02-21,Texas Chainsaw Massacre,2022,https://boxd.it/ns6c,1
2022-02-22,The Texas Chainsaw Massacre,2003,https://boxd.it/1YQs,3
2022-02-22,The Texas Chainsaw Massacre: The Beginning,2006,https://boxd.it/1VpI,1.5
2022-02-22,CODA,2021,https://boxd.it/tbf4,3
2022-02-26,Magic Mike,2012,https://boxd.it/2HvY,4
2022-02-26,Much Ado About Nothing,1993,https://boxd.it/1SDM,4
2022-02-27,Blackhat,2015,https://boxd.it/62Te,3.5
2022-02-27,One Week,1920,https://boxd.it/1zr8,4.5
2022-02-27,The Scarecrow,1920,https://boxd.it/BB8,3.5
2022-02-28,The Play House,1921,https://boxd.it/BAk,3.5
2022-02-28,Cops,1922,https://boxd.it/15j4,3
2022-03-02,Texas Chainsaw 3D,2013,https://boxd.it/2E7O,2.5
2022-03-03,Mean Streets,1973,https://boxd.it/2aSU,3.5
2022-03-05,Paper Moon,1973,https://boxd.it/1Ud2,5
2022-03-09,Columbus,2017,https://boxd.it/eCuA,4
2022-03-10,The Batman,2022,https://boxd.it/eDGs,4
2022-03-10,The Ascent,1977,https://boxd.it/Eew,4.5
2022-03-12,Below Zero,2021,https://boxd.it/lDY6,3
2022-03-14,Free Guy,2021,https://boxd.it/k8dm,3
2022-03-15,After We Fell,2021,https://boxd.it/rWum,0.5
2022-03-20,Minari,2020,https://boxd.it/mL9M,3
2022-03-21,The Prince of Egypt,1998,https://boxd.it/1XGQ,4
2022-03-23,Nightmare Alley,2021,https://boxd.it/m0HC,4
2022-03-26,His Girl Friday,1940,https://boxd.it/25M8,2.5
2022-04-08,Paterson,2016,https://boxd.it/cRk2,4
2022-04-08,Miller's Crossing,1990,https://boxd.it/2avG,4.5
2022-04-08,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,4
2022-04-11,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,4
2022-04-14,Jurassic Park III,2001,https://boxd.it/2azI,3
2022-04-18,Jurassic World,2015,https://boxd.it/4n0g,2.5
2022-04-18,Jurassic World: Fallen Kingdom,2018,https://boxd.it/bOnU,2
2022-04-23,Army of Darkness,1992,https://boxd.it/29G4,3
2022-04-30,Harry Potter and the Goblet of Fire,2005,https://boxd.it/29Qo,3
2022-04-30,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,3.5
2022-05-02,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU,3.5
2022-05-02,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,4.5
2022-05-02,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,3
2022-05-04,Dinosaur,2000,https://boxd.it/1VWi,3.5
2022-05-07,Pirates of the Caribbean: Dead Man's Chest,2006,https://boxd.it/2bfk,4
2022-05-07,Pirates of the Caribbean: At World's End,2007,https://boxd.it/2aGu,2.5
2022-05-07,Pirates of the Caribbean: On Stranger Tides,2011,https://boxd.it/27Z4,2
2022-05-18,Barb & Star Go to Vista Del Mar,2021,https://boxd.it/lX9M,3.5
2022-05-21,Drag Me to Hell,2009,https://boxd.it/1Jzw,2.5
2022-05-23,Scanners,1981,https://boxd.it/1YqE,3
2022-05-23,The Brood,1979,https://boxd.it/1ovS,4
2022-05-24,Pirates of the Caribbean: Dead Men Tell No Tales,2017,https://boxd.it/5a9m,2
2022-05-24,The Straight Story,1999,https://boxd.it/2ass,5
2022-05-25,Constantine,2005,https://boxd.it/2a7E,3.5
2022-05-31,Old,2021,https://boxd.it/npKI,3.5
2022-06-01,The VelociPastor,2018,https://boxd.it/glzW,4
2022-06-01,Top Gun,1986,https://boxd.it/29JC,4
2022-06-04,Rabid,1977,https://boxd.it/1nuk,3
2022-06-04,The Dead Zone,1983,https://boxd.it/1U6g,3
2022-06-07,Dead Ringers,1988,https://boxd.it/1Yqk,4
2022-06-08,The Right Stuff,1983,https://boxd.it/1YoS,3
2022-06-09,Inland Empire,2006,https://boxd.it/28d6,3.5
2022-06-09,Mission: Impossible II,2000,https://boxd.it/29cS,3.5
2022-06-12,The Son,2002,https://boxd.it/1cG0,4.5
2022-06-14,Mission: Impossible - Fallout,2018,https://boxd.it/bSVc,4
2022-06-15,The Unknown Girl,2016,https://boxd.it/bk78,3
2022-06-23,Ford v Ferrari,2019,https://boxd.it/ce74,3.5
2022-06-23,A Moment of Innocence,1996,https://boxd.it/T6W,4
2022-06-23,RRR,2022,https://boxd.it/ljDs,4.5
2022-06-24,Pride & Prejudice,2005,https://boxd.it/24u8,3
2022-06-26,Saturday Night Fever,1977,https://boxd.it/1URQ,4
2022-06-26,Crash,1996,https://boxd.it/29n2,3
2022-07-01,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/gaTc,2.5
2022-07-01,Miami Vice,2006,https://boxd.it/2bbW,3.5
2022-07-04,Funny Farm,1988,https://boxd.it/1OCA,3
2022-07-04,After Yang,2021,https://boxd.it/lx5a,4
2022-07-04,Memoria,2021,https://boxd.it/iwtE,4
2022-07-08,Invasion of the Body Snatchers,1978,https://boxd.it/1SWk,4
2022-07-08,Diabolique,1955,https://boxd.it/29we,3.5
2022-07-19,"South Park: Bigger, Longer & Uncut",1999,https://boxd.it/1YAO,4
2022-07-20,The Long Goodbye,1973,https://boxd.it/281O,3.5
2022-07-20,California Split,1974,https://boxd.it/1hRs,2.5
2022-07-20,The Counselor,2013,https://boxd.it/3G6K,3.5
2022-07-21,The Handmaiden,2016,https://boxd.it/948A,3.5
2022-07-22,Top Gun: Maverick,2022,https://boxd.it/cjr4,2.5
2022-07-24,White Chicks,2004,https://boxd.it/1SpK,2
2022-07-25,Thor: Love and Thunder,2022,https://boxd.it/mMAY,2.5
2022-07-25,Nope,2022,https://boxd.it/sDCe,3.5
2022-07-29,Solaris,2002,https://boxd.it/27qS,3.5
2022-07-30,Irma Vep,1996,https://boxd.it/1vYs,3.5
2022-07-30,The Grey,2011,https://boxd.it/2xZE,4
2022-07-31,The Card Counter,2021,https://boxd.it/nTH0,3.5
2022-08-01,Eternals,2021,https://boxd.it/j36o,2.5
2022-08-04,Double Indemnity,1944,https://boxd.it/297I,4.5
2022-08-08,Hairspray,2007,https://boxd.it/261M,3.5
2022-08-09,Pretty Woman,1990,https://boxd.it/2b6M,4
2022-08-10,Legally Blonde,2001,https://boxd.it/1ZNa,4
2022-08-12,Prey,2022,https://boxd.it/sNBU,4
2022-08-16,Turning Red,2022,https://boxd.it/ipkq,3.5
2022-08-19,Us,2019,https://boxd.it/gnV6,3
2022-08-19,Pitch Perfect,2012,https://boxd.it/3OsE,4
2022-08-21,Shrek 2,2004,https://boxd.it/29z8,4
2022-08-23,The Rover,2014,https://boxd.it/4WCY,4
2022-08-28,AVP: Alien vs. Predator,2004,https://boxd.it/2atU,3.5
2022-08-28,Predator 2,1990,https://boxd.it/2aY4,2.5
2022-08-28,"I Love You, Man",2009,https://boxd.it/1JZu,3.5
2022-08-29,The Predator,2018,https://boxd.it/bDw2,1
2022-08-29,Aliens vs Predator: Requiem,2007,https://boxd.it/2ans,1
2022-09-02,Birth,2004,https://boxd.it/1VvQ,3.5
2022-09-02,Clueless,1995,https://boxd.it/1Ygk,4
2022-09-06,The Twilight Saga: Eclipse,2010,https://boxd.it/1ytW,2
2022-09-08,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2,3
2022-09-08,The Twilight Saga: Breaking Dawn - Part 2,2012,https://boxd.it/DdC,3
2022-09-08,The Twilight Saga: Breaking Dawn - Part 1,2011,https://boxd.it/DdM,3
2022-09-12,Fire of Love,2022,https://boxd.it/yoPY,4
